# UTC Date    TIME   JUL    SEC
# YY  MM  DD  TIME   Day    Day       P>1          P>5          P>10         P>30         P>50        P>100
#===============================================================================================================
2024  02  09  1725  60349  62700  1.06481e+02  8.61723e+01  6.96263e+01  1.16993e+01  2.51934e+00  4.48344e-01
2024  02  09  1730  60349  63000  1.12416e+02  9.03853e+01  7.17923e+01  1.32003e+01  2.78134e+00  4.49344e-01
2024  02  09  1735  60349  63300  1.15417e+02  9.39607e+01  7.55237e+01  1.37897e+01  2.76468e+00  4.19678e-01
2024  02  09  1740  60349  63600  1.23190e+02  1.01933e+02  8.17623e+01  1.35203e+01  2.82534e+00  3.71344e-01
2024  02  09  1745  60349  63900  1.27242e+02  1.01829e+02  8.15453e+01  1.34223e+01  2.79534e+00  4.52344e-01
2024  02  09  1750  60349  64200  1.31216e+02  1.04201e+02  8.33577e+01  1.36997e+01  2.73768e+00  3.81677e-01
2024  02  09  1755  60349  64500  1.32133e+02  1.05564e+02  8.32467e+01  1.39537e+01  2.81568e+00  4.51677e-01
2024  02  09  1800  60349  64800  1.37093e+02  1.11151e+02  8.85993e+01  1.42873e+01  2.87034e+00  4.29344e-01
2024  02  09  1805  60349  65100  1.42258e+02  1.15982e+02  9.29677e+01  1.39637e+01  2.63468e+00  3.53676e-01
2024  02  09  1810  60349  65400  1.51135e+02  1.21291e+02  9.51800e+01  1.47460e+01  2.84201e+00  4.00009e-01
2024  02  09  1815  60349  65700  1.55962e+02  1.26091e+02  1.01380e+02  1.67013e+01  3.27534e+00  4.21344e-01
2024  02  09  1820  60349  66000  1.64536e+02  1.32931e+02  1.07162e+02  1.78690e+01  3.51301e+00  4.63011e-01
2024  02  09  1825  60349  66300  1.78121e+02  1.42102e+02  1.13475e+02  1.73083e+01  3.23134e+00  4.01343e-01
2024  02  09  1830  60349  66600  1.84274e+02  1.44462e+02  1.12475e+02  1.74380e+01  3.40601e+00  3.93010e-01
2024  02  09  1835  60349  66900  1.80045e+02  1.38744e+02  1.05024e+02  1.54173e+01  2.98234e+00  3.68342e-01
2024  02  09  1840  60349  67200  1.75641e+02  1.32458e+02  1.01075e+02  1.56363e+01  2.77634e+00  3.96344e-01
2024  02  09  1845  60349  67500  1.69309e+02  1.27836e+02  9.83530e+01  1.53220e+01  2.65201e+00  3.35009e-01
2024  02  09  1850  60349  67800  1.66993e+02  1.24789e+02  9.51583e+01  1.41563e+01  2.41934e+00  3.37342e-01
2024  02  09  1855  60349  68100  1.63900e+02  1.21901e+02  9.29020e+01  1.39940e+01  2.56701e+00  3.88009e-01
2024  02  09  1900  60349  68400  1.51752e+02  1.12918e+02  8.49070e+01  1.30850e+01  2.55101e+00  3.73010e-01
2024  02  09  1905  60349  68700  1.49326e+02  1.12186e+02  8.31940e+01  1.21250e+01  2.52801e+00  4.03011e-01
2024  02  09  1910  60349  69000  1.47730e+02  1.09199e+02  8.21850e+01  1.27360e+01  2.42801e+00  3.53009e-01
2024  02  09  1915  60349  69300  1.53848e+02  1.13964e+02  8.62393e+01  1.40783e+01  2.58734e+00  3.57342e-01
2024  02  09  1920  60349  69600  1.58530e+02  1.18811e+02  9.10320e+01  1.49320e+01  2.64701e+00  4.14009e-01
2024  02  09  1925  60349  69900  1.61499e+02  1.16084e+02  8.80493e+01  1.34883e+01  2.31834e+00  3.90343e-01
2024  02  09  1930  60349  70200  1.55972e+02  1.11003e+02  8.36683e+01  1.27423e+01  2.15234e+00  3.58342e-01
2024  02  09  1935  60349  70500  1.60590e+02  1.14573e+02  8.84107e+01  1.39897e+01  2.27668e+00  3.76676e-01
2024  02  09  1940  60349  70800  1.62823e+02  1.18308e+02  9.20803e+01  1.46403e+01  2.49034e+00  3.67341e-01
2024  02  09  1945  60349  71100  1.57595e+02  1.14873e+02  8.87383e+01  1.41733e+01  2.41534e+00  3.43343e-01
2024  02  09  1950  60349  71400  1.61355e+02  1.15433e+02  8.92487e+01  1.39367e+01  2.43167e+00  3.09674e-01
2024  02  09  1955  60349  71700  1.61542e+02  1.15659e+02  8.96563e+01  1.38103e+01  2.56234e+00  3.67343e-01
2024  02  09  2000  60349  72000  1.63512e+02  1.17112e+02  8.98597e+01  1.43967e+01  2.68168e+00  4.34678e-01
2024  02  09  2005  60349  72300  1.65911e+02  1.17314e+02  9.04260e+01  1.43460e+01  2.65701e+00  3.63010e-01
2024  02  09  2010  60349  72600  1.72487e+02  1.18511e+02  9.15910e+01  1.43160e+01  2.50501e+00  3.85010e-01
2024  02  09  2015  60349  72900  1.73913e+02  1.16580e+02  8.82530e+01  1.38620e+01  2.37501e+00  3.59008e-01
2024  02  09  2020  60349  73200  1.81530e+02  1.22028e+02  9.40807e+01  1.57857e+01  2.94168e+00  4.41676e-01
2024  02  09  2025  60349  73500  1.89206e+02  1.26586e+02  9.79203e+01  1.59323e+01  3.02834e+00  4.04342e-01
2024  02  09  2030  60349  73800  2.00663e+02  1.28596e+02  9.90657e+01  1.57327e+01  2.84468e+00  4.27677e-01
2024  02  09  2035  60349  74100  1.96509e+02  1.26990e+02  9.53480e+01  1.59170e+01  2.85201e+00  4.31011e-01
2024  02  09  2040  60349  74400  2.02399e+02  1.32158e+02  1.00229e+02  1.69673e+01  3.17834e+00  3.82341e-01
2024  02  09  2045  60349  74700  2.08744e+02  1.33455e+02  1.00677e+02  1.60000e+01  2.81301e+00  4.16009e-01
2024  02  09  2050  60349  75000  2.18677e+02  1.37883e+02  1.04131e+02  1.57617e+01  2.74568e+00  3.80677e-01
2024  02  09  2055  60349  75300  2.21661e+02  1.44159e+02  1.09359e+02  1.73730e+01  3.24001e+00  4.52009e-01
2024  02  09  2100  60349  75600  2.28887e+02  1.45397e+02  1.09085e+02  1.67690e+01  3.01101e+00  4.54010e-01
2024  02  09  2105  60349  75900  2.46075e+02  1.42534e+02  1.05205e+02  1.67987e+01  3.07867e+00  3.73675e-01
2024  02  09  2110  60349  76200  2.63460e+02  1.42309e+02  1.02705e+02  1.65907e+01  3.05468e+00  4.62677e-01
2024  02  09  2115  60349  76500  2.86936e+02  1.40515e+02  9.81547e+01  1.62697e+01  3.00768e+00  4.41678e-01
2024  02  09  2120  60349  76800  3.01237e+02  1.35417e+02  9.29610e+01  1.61740e+01  2.95601e+00  4.21010e-01
2024  02  09  2125  60349  77100  3.12549e+02  1.27390e+02  8.64057e+01  1.53657e+01  2.79568e+00  4.31677e-01
2024  02  09  2130  60349  77400  2.99801e+02  1.17419e+02  8.04447e+01  1.49247e+01  2.84067e+00  3.26675e-01
2024  02  09  2135  60349  77700  2.87144e+02  1.11449e+02  7.77997e+01  1.46437e+01  2.84068e+00  3.18676e-01
2024  02  09  2140  60349  78000  3.03876e+02  1.15989e+02  8.26217e+01  1.60417e+01  3.11668e+00  3.59676e-01
2024  02  09  2145  60349  78300  3.11652e+02  1.15010e+02  8.19907e+01  1.59547e+01  3.01568e+00  3.87676e-01
2024  02  09  2150  60349  78600  3.11470e+02  1.07673e+02  7.69883e+01  1.61043e+01  3.33034e+00  3.62343e-01
2024  02  09  2155  60349  78900  2.95276e+02  1.09296e+02  8.01960e+01  1.71050e+01  3.47401e+00  4.15013e-01
2024  02  09  2200  60349  79200  2.96893e+02  1.09502e+02  8.29327e+01  1.76597e+01  3.54868e+00  4.25678e-01
2024  02  09  2205  60349  79500  3.10438e+02  1.15566e+02  8.66667e+01  1.86347e+01  4.01468e+00  4.29676e-01
2024  02  09  2210  60349  79800  3.24320e+02  1.15105e+02  8.54487e+01  1.76457e+01  3.77268e+00  4.12679e-01
2024  02  09  2215  60349  80100  3.10688e+02  1.05328e+02  7.73343e+01  1.63143e+01  3.52734e+00  4.16345e-01
2024  02  09  2220  60349  80400  2.99821e+02  1.02142e+02  7.59527e+01  1.67017e+01  3.63368e+00  4.31679e-01
2024  02  09  2225  60349  80700  2.86155e+02  9.90897e+01  7.46177e+01  1.68417e+01  3.79968e+00  4.24678e-01
2024  02  09  2230  60349  81000  2.78389e+02  9.80420e+01  7.35690e+01  1.61750e+01  3.64901e+00  4.09011e-01
2024  02  09  2235  60349  81300  2.38628e+02  8.81120e+01  6.68660e+01  1.66870e+01  4.09801e+00  3.67010e-01
2024  02  09  2240  60349  81600  1.99855e+02  8.65417e+01  6.65357e+01  1.64277e+01  4.22868e+00  4.41678e-01
2024  02  09  2245  60349  81900  1.22883e+02  8.68287e+01  6.92327e+01  1.70347e+01  4.26268e+00  4.56677e-01
2024  02  09  2250  60349  82200  1.23951e+02  1.01915e+02  8.12477e+01  1.67837e+01  4.12168e+00  4.65677e-01
2024  02  09  2255  60349  82500  1.41568e+02  1.21995e+02  9.33047e+01  1.81727e+01  4.00668e+00  5.67678e-01
2024  02  09  2300  60349  82800  1.50730e+02  1.28468e+02  9.59230e+01  1.81500e+01  3.72401e+00  4.17011e-01
2024  02  09  2305  60349  83100  1.52967e+02  1.32134e+02  9.88763e+01  1.96613e+01  3.91434e+00  4.68344e-01
2024  02  09  2310  60349  83400  1.64338e+02  1.41531e+02  1.04617e+02  2.26703e+01  5.03734e+00  5.21345e-01
2024  02  09  2315  60349  83700  1.75291e+02  1.48014e+02  1.13213e+02  2.53230e+01  5.84801e+00  5.52011e-01
2024  02  09  2320  60349  84000  1.81277e+02  1.49105e+02  1.13730e+02  2.61370e+01  6.20401e+00  6.30013e-01
2024  02  09  2325  60349  84300  1.96721e+02  1.55965e+02  1.17437e+02  2.75747e+01  6.52368e+00  5.87679e-01
2024  02  09  2330  60349  84600  2.01865e+02  1.62287e+02  1.22655e+02  2.92723e+01  6.95135e+00  6.98347e-01
2024  02  09  2335  60349  84900  2.16794e+02  1.79173e+02  1.38804e+02  3.12627e+01  6.71768e+00  6.22678e-01
2024  02  09  2340  60349  85200  2.34713e+02  1.99523e+02  1.56687e+02  3.26357e+01  6.76568e+00  6.49682e-01
